编码,名称,年份,季度,日期,ROE,净利润率,净利润同比增长率,资产负债率,现金流比率,市净率,市净率相对值,股价
sh.600775,南京熊猫,2023,1,2023-05-29,-0.008604,-0.037218,-1.118614,0.31996,-0.311725,2.585058,0.6307511604346462,9.97
sh.600776,东方通信,2023,1,2023-05-29,0.004009,0.02123,1.691807,0.166504,-0.268718,4.160347,0.19281647181722633,11.17
sh.600777,新潮能源,2023,1,2023-05-29,0.036948,0.317162,0.205469,0.445743,0.736139,0.992399,0.32012271087559263,2.55
sh.600778,友好集团,2023,1,2023-05-29,0.129439,0.088653,2.561229,0.904202,0.19618,5.446772,0.8451626167876278,6.66
sh.600779,水井坊,2023,1,2023-05-29,0.045034,0.186889,-0.560209,0.474952,-0.019093,8.102677,0.0065635211767441,60.13
sh.600780,通宝能源,2023,1,2023-05-29,0.035157,0.07876,-0.113715,0.316779,0.125133,1.576125,0.7911222689219332,9.47
sh.600781,*ST辅仁,2023,1,2023-05-29,-10000.0,-0.289125,0.262751,1.358604,0.014035,-0.247121,0.0,0.84
sh.600782,新钢股份,2023,1,2023-05-29,0.003632,0.004021,-0.911709,0.503079,0.016377,0.46037,0.039946309552517247,3.81
sh.600783,鲁信创投,2023,1,2023-05-29,0.01996,6.089798,0.917998,0.453079,-2.694126,2.013361,0.05543818824735732,12.48
sh.600784,鲁银投资,2023,1,2023-05-29,0.031017,0.085752,0.404046,0.445063,0.025414,1.665853,0.08355038773213766,6.66
sh.600785,新华百货,2023,1,2023-05-29,0.040155,0.042291,0.951636,0.765593,0.185805,1.664732,0.5007476114961829,15.71
sh.600787,中储股份,2023,1,2023-05-29,0.00673,0.006677,-0.700653,0.441015,-0.060352,0.933009,0.24132197673204517,5.6
sh.600789,鲁抗医药,2023,1,2023-05-29,0.013489,0.028395,0.028732,0.5825,0.078386,1.787037,0.14754541227725732,6.87
sh.600790,轻纺城,2023,1,2023-05-29,0.011498,0.339389,-0.040641,0.407458,-0.288877,1.049631,0.6497715666692788,4.38
sh.600791,京能置业,2023,1,2023-05-29,-0.011933,-0.022976,-6.015928,0.721495,1.253017,1.514909,0.4855899817743547,4.18
sh.600792,云煤能源,2023,1,2023-05-29,-0.004914,-0.008077,0.688839,0.67311,-0.10591,0.968662,0.2016354704309433,3.1
sh.600793,宜宾纸业,2023,1,2023-05-29,0.009731,0.010603,0.510995,0.754407,0.09241,3.200186,0.2178127865132339,12.02
sh.600794,保税科技,2023,1,2023-05-29,0.027783,0.260556,0.674316,0.362841,-0.933916,1.80394,0.35756891478507913,3.57
sh.600795,国电电力,2023,1,2023-05-29,0.02114,0.05195,-0.157483,0.733458,0.171812,1.614245,0.7099234512354452,4.18
sh.600796,钱江生化,2023,1,2023-05-29,0.010012,0.070191,-0.214598,0.474234,-0.02406,1.533416,0.01909565022216966,5.39
sh.600797,浙大网新,2023,1,2023-05-29,0.000616,-0.011779,-0.544583,0.39582,-0.259913,2.219954,0.4834599180573755,7.18
sh.600798,宁波海运,2023,1,2023-05-29,0.001043,0.024694,-0.766136,0.258293,0.371039,1.10786,0.104342071198591,3.58
sh.600800,渤海化学,2023,1,2023-05-29,-0.038269,-0.210015,-0.692819,0.339544,-0.368563,1.501947,0.038996197369979495,3.55
sh.600801,华新水泥,2023,1,2023-05-29,0.009027,0.042653,-0.596648,0.523589,0.050076,0.999584,0.010096562622248227,13.11
sh.600802,福建水泥,2023,1,2023-05-29,-0.068219,-0.276209,-0.83051,0.641964,-0.310058,1.654506,0.14199825643308284,5.13
sh.600803,新奥股份,2023,1,2023-05-29,0.079304,0.08162,0.36924,0.61038,0.074856,3.255464,0.34072384406004813,20.12
sh.600804,ST鹏博士,2023,1,2023-05-29,0.033585,0.032057,-0.845493,0.870432,-0.036971,7.211148,0.23967870941993172,4.8
sh.600805,悦达投资,2023,1,2023-05-29,0.001417,-0.002076,-1.017498,0.379987,-0.09175,0.817294,0.5375789508676284,4.14
sh.600807,济南高新,2023,1,2023-05-29,0.020052,0.076228,1.127583,0.779174,-0.621513,8.02182,0.2706030363692564,3.07
sh.600808,马钢股份,2023,1,2023-05-29,-0.017607,-0.025661,-1.441103,0.651022,0.072877,0.737918,0.0900216044767309,2.72
sh.600809,山西汾酒,2023,1,2023-05-29,0.203053,0.381087,0.296442,0.340579,0.270696,9.990751,0.00498880148470967,214.11
sh.600810,神马股份,2023,1,2023-05-29,-0.002682,0.001161,-0.991261,0.663538,0.004356,0.969476,0.009185550393476813,6.96
sh.600811,东方集团,2023,1,2023-05-29,0.005255,0.034712,4.844011,0.560013,0.032276,0.460923,0.07204573827416817,2.32
sh.600812,华北制药,2023,1,2023-05-29,0.001022,0.002461,-0.658998,0.714267,0.070621,1.966268,0.10157672829202638,6.08
sh.600814,杭州解百,2023,1,2023-05-29,0.033714,0.342822,0.213972,0.481981,1.080065,1.874942,0.5884491379247603,8.65
sh.600815,厦工股份,2023,1,2023-05-29,-0.006173,-0.054559,-3.275241,0.387348,-0.076989,3.177139,0.24310980445194602,2.67
sh.600816,ST安信,2023,1,2023-05-29,-0.022937,-1.976867,0.954263,0.836104,-28.728467,22.531076,0.47081695977567467,4.0
sh.600817,宇通重工,2023,1,2023-05-29,0.011982,0.060372,-0.587017,0.413005,0.099564,2.550219,0.009022515208684757,11.49
sh.600818,中路股份,2023,1,2023-05-29,0.003144,0.005645,1.403301,0.368503,-0.045187,12.734853,0.6965166014848067,23.25
sh.600819,耀皮玻璃,2023,1,2023-05-29,-0.019044,-0.074147,-2.76554,0.399466,-0.167967,1.372399,0.2947204196627651,5.04
sh.600820,隧道股份,2023,1,2023-05-29,0.016333,0.04041,0.504433,0.761743,-0.283542,0.663726,0.13851176691383218,5.84
sh.600821,金开新能,2023,1,2023-05-29,0.020014,0.239451,1.19667,0.718966,0.194368,1.585849,0.9778692478982932,6.79
sh.600822,上海物贸,2023,1,2023-05-29,0.129037,0.067437,28.617317,0.650784,0.16409,3.72549,0.013339538820347219,8.66
sh.600823,世茂股份,2023,1,2023-05-29,0.007189,0.139817,-0.484014,0.687735,0.813013,0.189949,0.011114988829712716,1.05
sh.600824,益民集团,2023,1,2023-05-29,0.016096,0.115275,0.070053,0.197275,-0.146066,1.55808,0.32090463035944133,3.51
sh.600825,新华传媒,2023,1,2023-05-29,0.001651,0.024404,3.439058,0.361258,-0.336276,1.936845,0.3894037035923442,4.64
sh.600826,兰生股份,2023,1,2023-05-29,-0.002522,-0.251693,0.841538,0.361419,-6.606242,1.516577,0.7604079955322804,10.1
sh.600827,百联股份,2023,1,2023-05-29,0.011933,0.035236,0.210941,0.641165,0.309272,1.403549,0.2648474619737933,14.05
sh.600828,茂业商业,2023,1,2023-05-29,0.014703,0.111586,1.713694,0.611964,0.338349,0.837812,0.11745350038749688,3.52
sh.600829,人民同泰,2023,1,2023-05-29,0.028719,0.027184,0.565069,0.644826,-0.014653,1.662716,0.2226634860548664,7.27
sh.600830,香溢融通,2023,1,2023-05-29,0.009406,0.403121,0.269721,0.173335,4.488063,1.294847,0.44500022024950797,6.05
sh.600831,广电网络,2023,1,2023-05-29,0.001972,0.006584,-0.567958,0.685772,0.026499,1.054391,0.1578525345196781,5.62
sh.600833,第一医药,2023,1,2023-05-29,0.030416,0.064502,3.731764,0.522178,0.241583,2.783215,0.2507851074420152,12.42
sh.600834,申通地铁,2023,1,2023-05-29,0.010448,0.217672,-0.0952,0.339317,-2.369125,2.416508,0.0339802912343441,8.36
sh.600835,上海机电,2023,1,2023-05-29,0.017673,0.077798,0.270179,0.589203,-0.003994,1.119302,0.20288963238373994,14.43
sh.600836,上海易连,2023,1,2023-05-29,0.001073,0.018135,0.02728,0.419602,-0.603954,3.096864,0.15528525593462314,5.29
sh.600837,海通证券,2023,1,2023-05-29,0.014659,0.307459,0.741987,0.766062,-0.044261,0.734111,0.07293811959755221,9.41
sh.600838,上海九百,2023,1,2023-05-29,0.010149,0.670272,0.134356,0.083809,-0.053199,1.675089,0.12178633439367584,6.13
sh.600839,四川长虹,2023,1,2023-05-29,0.006058,0.01172,1.080548,0.734267,-0.135353,1.436365,0.6271054125662379,4.27
sh.600841,动力新科,2023,1,2023-05-29,-0.062158,-0.238526,-29.64634,0.653555,-0.509757,1.345473,0.08254177948199558,6.17
sh.600843,上工申贝,2023,1,2023-05-29,0.010874,0.043683,-0.115942,0.384038,-0.160565,1.184334,0.20598010912997472,5.43
sh.600844,丹化科技,2023,1,2023-05-29,-0.044681,-0.226564,-27.446317,0.3475,-0.060103,3.095998,0.5538734620173293,2.72
sh.600845,宝信软件,2023,1,2023-05-29,0.048805,0.203404,0.100871,0.458901,0.149521,9.913037,0.4305399639402829,52.0
sh.600846,同济科技,2023,1,2023-05-29,0.022854,0.087093,0.415544,0.636741,-0.176991,1.790784,0.6241775248984489,10.42
sh.600847,万里股份,2023,1,2023-05-29,-0.004837,-0.024821,0.700716,0.073845,-0.228131,2.684614,0.2716424119668897,11.99
sh.600848,上海临港,2023,1,2023-05-29,0.014985,0.343849,-0.084493,0.595057,-2.594467,1.856411,0.04074593186363732,12.71
sh.600850,电科数字,2023,1,2023-05-29,0.011209,0.023308,0.140344,0.57894,-0.37227,3.960251,0.3379906219349288,24.1
sh.600851,海欣股份,2023,1,2023-05-29,0.006839,0.095596,-0.076709,0.179539,-0.013548,1.816618,0.056582384877715594,5.89
sh.600853,龙建股份,2023,1,2023-05-29,0.001955,0.005397,0.238601,0.863371,-1.31681,1.91052,0.4850966699316699,4.67
sh.600854,春兰股份,2023,1,2023-05-29,0.010471,0.308059,-0.248578,0.106521,-0.317854,1.181959,0.29726313623376527,5.16
sh.600855,航天长峰,2023,1,2023-05-29,-0.025626,-0.229603,-0.032573,0.513914,-0.389691,3.452413,0.3303889071804414,12.39
sh.600857,宁波中百,2023,1,2023-05-29,0.019083,0.050567,0.85214,0.196828,0.009731,2.748184,0.03789663099993077,9.68
sh.600858,银座股份,2023,1,2023-05-29,0.039561,0.053822,0.66127,0.794787,-0.02302,1.247169,0.5320698391402662,5.77
sh.600859,王府井,2023,1,2023-05-29,0.011758,0.069082,-0.378426,0.479835,0.376211,1.20344,0.02752512859638889,20.54
sh.600860,京城股份,2023,1,2023-05-29,-0.014785,-0.07074,-5.62111,0.442857,0.01365,5.657596,0.1605754401155899,11.05
sh.600861,北京城乡,2023,1,2023-05-29,-0.015449,-0.19893,-0.659181,0.260039,0.191489,6.615698,0.8518225545878824,22.82
sh.600862,中航高科,2023,1,2023-05-29,0.059696,0.26481,0.139446,0.27336,0.157982,5.77468,0.12031940536621098,23.92
sh.600863,内蒙华电,2023,1,2023-05-29,0.048012,0.178059,0.650577,0.459251,0.218664,1.813628,0.455622356906965,4.29
sh.600864,哈投股份,2023,1,2023-05-29,0.016315,0.258493,1.377613,0.664158,0.160811,0.926012,0.35258900029854867,5.45
sh.600865,百大集团,2023,1,2023-05-29,0.001467,0.061085,-0.935651,0.095551,0.187504,1.428233,0.22043662856731064,9.03
sh.600866,星湖科技,2023,1,2023-05-29,0.017351,0.02931,-0.686894,0.57386,-0.163411,1.291398,0.0,5.45
sh.600867,通化东宝,2023,1,2023-05-29,0.037555,0.37675,-0.698411,0.028581,0.235032,3.463269,0.21724923486531295,11.8
sh.600868,梅雁吉祥,2023,1,2023-05-29,0.00344,0.176981,5.24021,0.133722,0.278724,2.288763,0.21039054975882887,2.91
sh.600869,远东股份,2023,1,2023-05-29,0.02755,0.030346,0.390142,0.77074,0.051886,2.656975,0.3921932456678041,5.31
sh.600871,石化油服,2023,1,2023-05-29,0.019099,0.008088,0.956268,0.891179,-0.029071,5.082823,0.18250212478743483,2.08
sh.600872,中炬高新,2023,1,2023-05-29,0.048532,0.116699,-0.055954,0.417147,0.142791,9.306525,0.420520761112673,37.43
sh.600873,梅花生物,2023,1,2023-05-29,0.060566,0.115221,-0.308931,0.472928,0.047984,2.071951,0.2997143559616449,9.1
sh.600874,创业环保,2023,1,2023-05-29,0.024226,0.217238,0.052459,0.588333,-0.100887,1.109924,0.06415691129162761,6.14
sh.600875,东方电气,2023,1,2023-05-29,0.028708,0.074932,0.108812,0.664776,-0.176664,1.57686,0.47470462934031865,18.21
sh.600876,凯盛新能,2023,1,2023-05-29,0.002936,0.015276,-0.821324,0.57963,-0.143545,2.360699,0.009445025432642678,15.52
sh.600877,声光电科,2023,1,2023-05-29,0.008486,0.084696,-0.416232,0.203896,-0.215951,7.518093,0.059840773567331564,13.83
sh.600879,航天电子,2023,1,2023-05-29,0.011563,0.040727,0.068816,0.570819,-0.324828,1.380436,0.3121184901005747,8.04
sh.600880,博瑞传播,2023,1,2023-05-29,0.003017,0.082383,0.661423,0.166956,-0.899373,2.093629,0.41190230582957565,5.78
sh.600881,亚泰集团,2023,1,2023-05-29,-0.036227,-0.28927,0.032712,0.784191,0.993253,0.759366,0.5864304802305861,2.17
sh.600882,妙可蓝多,2023,1,2023-05-29,0.005425,0.033546,-0.577424,0.321123,-0.113195,2.659918,0.003450901713957505,23.09
sh.600883,博闻科技,2023,1,2023-05-29,0.032464,16.237232,1.277927,0.047437,-6.686139,2.085335,0.062345164012110335,7.5
sh.600884,杉杉股份,2023,1,2023-05-29,0.024566,0.133404,-0.290382,0.476668,-0.297925,1.425828,0.06876283034186252,14.84
sh.600885,宏发股份,2023,1,2023-05-29,0.042439,0.132376,0.128907,0.360968,0.054239,4.292593,0.020442387738198203,30.79
sh.600886,国投电力,2023,1,2023-05-29,0.029159,0.225831,0.552204,0.63025,0.360546,1.930503,0.780076356210601,13.07
sh.600887,伊利股份,2023,1,2023-05-29,0.069669,0.108514,0.030956,0.608984,0.038442,3.471789,0.020699928767266187,29.18
sh.600888,新疆众和,2023,1,2023-05-29,0.049499,0.296111,0.125495,0.41103,0.143254,1.184937,0.11221194363971554,7.77
sh.600889,南京化纤,2023,1,2023-05-29,-0.042863,-0.46537,-0.371894,0.427209,-0.85972,1.68609,0.4580969367454208,4.65
sh.600892,大晟文化,2023,1,2023-05-29,0.000804,-0.018,-1.319424,0.441532,-0.133879,16.738572,0.8218785966323975,5.35
sh.600893,航发动力,2023,1,2023-05-29,0.002289,0.017478,0.267799,0.566791,0.167404,2.792322,0.2531580292122018,40.3
sh.600894,广日股份,2023,1,2023-05-29,0.001865,0.008923,9.928017,0.283407,-0.037775,0.720716,0.3280177043906664,7.34
sh.600895,张江高科,2023,1,2023-05-29,0.016795,0.805922,1.894704,0.65456,-3.349684,1.843753,0.15280168840542668,14.12
sh.600897,厦门空港,2023,1,2023-05-29,0.019165,0.208425,7.383267,0.173841,0.039893,1.470454,0.8001143775156504,19.23
sh.600898,国美通讯,2023,1,2023-05-29,-0.67184,-1.51726,-0.501627,0.756678,-2.460732,57.798491,0.2791862208124748,3.27
sh.600900,长江电力,2023,1,2023-05-29,0.019515,0.242726,0.180351,0.663521,0.492132,3.031079,0.7036440946233168,22.89
sh.600901,江苏金租,2023,1,2023-05-29,0.041695,0.561506,0.103842,0.854179,-0.442773,1.150246,0.3155802823450189,6.28
sh.600903,贵州燃气,2023,1,2023-05-29,0.029206,0.059954,2.662912,0.634083,0.017736,3.978287,0.3671351480734123,10.02
sh.600905,三峡能源,2023,1,2023-05-29,0.031126,0.406402,0.083091,0.664017,0.546277,1.977049,0.0010897687986628148,5.48
sh.600906,财达证券,2023,1,2023-05-29,0.018009,0.323287,1.631925,0.761533,1.688652,2.123149,0.047716386125187256,7.42
sh.600908,无锡银行,2023,1,2023-05-29,0.027851,0.443592,0.232561,0.911401,7.75538,0.681392,0.08815809612510128,5.49
sh.600909,华安证券,2023,1,2023-05-29,0.017917,0.384167,3.459678,0.746085,-1.178209,1.13517,0.08579862679525015,4.86
sh.600916,中国黄金,2023,1,2023-05-29,0.042444,0.018655,0.188728,0.41678,-0.076018,2.839629,0.08440257589543002,12.2
sh.600917,重庆燃气,2023,1,2023-05-29,-0.010247,-0.019211,-1.490714,0.479167,-0.065143,2.403813,0.11406963561832777,7.53
sh.600918,中泰证券,2023,1,2023-05-29,0.029677,0.33466,3.614475,0.793027,0.085755,1.317855,0.02367967392393965,6.9
sh.600919,江苏银行,2023,1,2023-05-29,0.038678,0.450772,0.244034,0.929949,5.920054,0.639837,0.27296601614447313,7.52
sh.600926,杭州银行,2023,1,2023-05-29,0.042071,0.449456,0.28105,0.939316,0.712486,0.832304,0.014119267121511514,11.86
sh.600927,永安期货,2023,1,2023-05-29,0.017299,0.038851,5.392903,0.816874,-0.931072,2.012178,0.00679014007680437,16.78
sh.600928,西安银行,2023,1,2023-05-29,0.022242,0.364354,0.081071,0.927856,-2.289446,0.560812,0.09293789523262519,3.78
sh.600929,雪天盐业,2023,1,2023-05-29,0.032633,0.141971,0.363168,0.279857,0.068082,1.738709,0.05202929476339347,7.58
sh.600933,爱柯迪,2023,1,2023-05-29,0.03075,0.139874,0.968976,0.444242,0.163634,3.464832,0.6500244145884346,21.5
sh.600935,华塑股份,2023,1,2023-05-29,0.000539,0.00273,-0.985016,0.259471,-0.314703,2.031152,0.0022496321235140103,3.76
sh.600936,广西广电,2023,1,2023-05-29,-0.054842,-0.269647,0.119703,0.753438,-0.083459,3.10988,0.8237490523442189,3.93
sh.600938,中国海油,2023,1,2023-05-29,0.052518,0.328612,-0.063878,0.347728,0.531854,1.396429,0.20785472701657143,18.37
sh.600939,重庆建工,2023,1,2023-05-29,0.006582,0.005417,-0.365477,0.88844,-0.166137,0.851998,0.03884400714223275,3.51
sh.600941,中国移动,2023,1,2023-05-29,0.021997,0.111998,0.094598,0.339012,0.299925,1.564944,0.7031528971802465,94.45
sh.600955,维远股份,2023,1,2023-05-29,0.003029,0.01541,-0.914126,0.170469,0.021273,1.21657,0.0013651000649540787,18.98
sh.600956,新天绿能,2023,1,2023-05-29,0.040186,0.155702,-0.113321,0.65356,0.17093,1.924192,0.06637031927120368,9.32
sh.600958,东方证券,2023,1,2023-05-29,0.01824,0.321863,5.258937,0.77606,-3.329003,1.123327,0.16432257346313642,9.81
sh.600959,江苏有线,2023,1,2023-05-29,0.004254,0.063436,0.017069,0.383249,0.014282,0.773411,0.42164680755038403,3.42
sh.600960,渤海汽车,2023,1,2023-05-29,-0.000279,0.000419,1.027112,0.367108,0.027893,0.726177,0.37970817780794025,3.5
sh.600961,株冶集团,2023,1,2023-05-29,0.081235,0.031617,0.039912,0.761078,0.009246,14.812078,0.9851906423140673,7.74
sh.600962,国投中鲁,2023,1,2023-05-29,0.008232,0.029961,0.227336,0.589876,0.693492,3.941624,0.5659869719478516,11.65
sh.600963,岳阳林纸,2023,1,2023-05-29,0.009465,0.034899,-0.29652,0.451789,0.005673,1.219613,0.25607411031333965,6.28
sh.600965,福成股份,2023,1,2023-05-29,0.02739,0.192494,0.146213,0.125339,-0.112241,2.537523,0.3340898358407529,6.75
sh.600966,博汇纸业,2023,1,2023-05-29,-0.079251,-0.119438,-3.752239,0.742712,0.037873,1.331199,0.044878230312567824,6.0
sh.600967,内蒙一机,2023,1,2023-05-29,0.01934,0.082049,0.038218,0.532228,0.187968,1.427222,0.143243252105566,9.35
sh.600968,海油发展,2023,1,2023-05-29,0.018321,0.045952,0.352298,0.407447,0.177442,1.448372,0.48354339730736173,3.24
sh.600969,郴电国际,2023,1,2023-05-29,0.005342,0.028177,-0.31357,0.748071,-0.052104,0.785473,0.3717735129627928,7.78
sh.600970,中材国际,2023,1,2023-05-29,0.038465,0.066749,0.016353,0.621127,-0.198855,1.899167,0.5804585360286292,12.61
sh.600971,恒源煤电,2023,1,2023-05-29,0.050225,0.272957,0.586027,0.400354,0.488434,0.91889,0.504027050995483,9.5
sh.600973,宝胜股份,2023,1,2023-05-29,0.010364,0.004066,0.126523,0.781925,-0.103146,1.803757,0.4900041302252786,4.96
sh.600975,新五丰,2023,1,2023-05-29,-0.088111,-0.201089,-0.545303,0.753728,-0.115439,4.290386,0.3649555419626161,9.79
sh.600976,健民集团,2023,1,2023-05-29,0.05203,0.098495,0.124572,0.462824,-0.065956,5.841848,0.5475904050709481,74.8
sh.600977,中国电影,2023,1,2023-05-29,0.016655,0.126687,0.888099,0.432193,1.869406,2.37658,0.44689701298382556,14.0
sh.600979,广安爱众,2023,1,2023-05-29,0.000473,-0.004045,-1.196765,0.567987,0.061387,1.007521,0.29570833242423583,3.46
sh.600980,北矿科技,2023,1,2023-05-29,0.018603,0.107834,-0.161109,0.311626,-0.231648,2.308314,0.07950110591286383,15.12
sh.600981,汇鸿集团,2023,1,2023-05-29,0.019614,0.011223,3.571708,0.772236,0.0276,1.262098,0.3655336804133634,2.88
sh.600982,宁波能源,2023,1,2023-05-29,0.002487,0.014726,-0.520117,0.61645,0.077882,1.323586,0.2987077167134021,4.77
sh.600983,惠而浦,2023,1,2023-05-29,0.003805,0.011323,1.624156,0.451055,-0.174029,1.92278,0.5892517412876516,7.53
sh.600984,建设机械,2023,1,2023-05-29,-0.022448,-0.205702,-1.471419,0.662627,0.121801,0.973622,0.006338205276423371,4.55
sh.600985,淮北矿业,2023,1,2023-05-29,0.060918,0.111629,0.197921,0.534312,0.072282,0.933553,0.07606371107706908,13.44
sh.600986,浙文互联,2023,1,2023-05-29,0.009459,0.013808,0.057733,0.444835,0.214778,2.118991,0.42650037553362674,6.53
sh.600987,航民股份,2023,1,2023-05-29,0.021061,0.058135,0.074236,0.220315,0.06407,1.382198,0.5654099644146751,7.8
sh.600988,赤峰黄金,2023,1,2023-05-29,0.014488,0.056898,-0.591542,0.578384,0.292089,5.053793,0.09874611841186386,15.8
sh.600989,宝丰能源,2023,1,2023-05-29,0.034381,0.17603,-0.321292,0.435386,0.286476,2.603278,0.03598663360471028,12.45
sh.600990,四创电子,2023,1,2023-05-29,-0.02593,-0.331948,0.11026,0.621385,-0.369287,2.445538,0.2444661964446671,30.79
sh.600992,贵绳股份,2023,1,2023-05-29,0.005355,0.018498,0.586,0.551153,0.000617,2.7237,0.344013509448018,16.48
sh.600993,马应龙,2023,1,2023-05-29,0.052547,0.227562,0.379723,0.255085,-0.108963,3.507051,0.4177426516528954,29.65
sh.600995,南网储能,2023,1,2023-05-29,0.018897,0.321456,-0.119577,0.424119,0.852411,2.026515,0.04018911126224192,12.88
sh.600996,贵广网络,2023,1,2023-05-29,0.000388,0.003099,-0.024776,0.676126,0.041329,2.194169,0.4142005411489988,9.64
sh.600997,开滦股份,2023,1,2023-05-29,0.028531,0.042434,-0.610764,0.447267,0.02249,0.655252,0.030954332732500114,5.99
sh.600998,九州通,2023,1,2023-05-29,0.02252,0.014217,0.25143,0.697132,-0.071784,1.295349,0.24443476539299142,15.91
sh.600999,招商证券,2023,1,2023-05-29,0.019429,0.475096,0.510958,0.804262,5.195702,1.18228,0.06210060839887227,13.93
sh.601000,唐山港,2023,1,2023-05-29,0.02655,0.378737,0.300264,0.107789,0.361061,1.138718,0.6461625313814959,3.79
sh.601001,晋控煤业,2023,1,2023-05-29,0.047452,0.280035,-0.192342,0.469733,0.533389,1.029239,0.06494061321972756,9.49
sh.601002,晋亿实业,2023,1,2023-05-29,0.004475,0.039964,-0.642751,0.199597,0.21165,1.070652,0.07156779169542712,4.78
sh.601003,柳钢股份,2023,1,2023-05-29,0.027003,0.015487,1.337738,0.694138,0.000646,1.039684,0.26382503016379705,4.09
